rep,psi,cond,model,corr,lr,conv
80,0.15,misaligned,Baseline,0.16735402561797227,6.974077657435043,True
80,0.15,misaligned,CLF,,,False
80,0.15,misaligned,FAMF,0.1673346694052779,6.973973587394546,True
81,0.15,misaligned,Baseline,0.0014228655922006977,0.0007176431654105642,True
81,0.15,misaligned,CLF,,,False
81,0.15,misaligned,FAMF,0.0010885016756185903,0.00035011598015088907,True
82,0.15,misaligned,Baseline,-0.02296425910495182,0.1272671671119152,True
82,0.15,misaligned,CLF,,,False
82,0.15,misaligned,FAMF,-0.02295363886136755,0.12718290221083794,True
83,0.15,misaligned,Baseline,0.09269347326827151,2.0467137909453896,True
83,0.15,misaligned,CLF,,,False
83,0.15,misaligned,FAMF,0.10036807377023241,1.7221278815866983,True
84,0.15,misaligned,Baseline,0.05786238506491833,0.8169336548853785,True
84,0.15,misaligned,CLF,,,False
84,0.15,misaligned,FAMF,0.05757040828242919,0.8166661910404311,True
85,0.15,misaligned,Baseline,0.07644220284718457,1.4778128273020386,True
85,0.15,misaligned,CLF,,,False
85,0.15,misaligned,FAMF,0.07669256435295158,1.4777793352679858,True
86,0.15,misaligned,Baseline,0.13000795712479957,4.2042519463653605,True
86,0.15,misaligned,CLF,,,False
86,0.15,misaligned,FAMF,0.12033355061180713,3.4814132810334604,True
87,0.15,misaligned,Baseline,0.049308686859112064,0.5870827945243509,True
87,0.15,misaligned,CLF,,,False
87,0.15,misaligned,FAMF,0.04724513909561484,0.5355423608054304,True
88,0.15,misaligned,Baseline,0.14252814476237544,5.0588691793753675,True
88,0.15,misaligned,CLF,,,False
88,0.15,misaligned,FAMF,0.12447325398543425,3.7804991547727997,True
89,0.15,misaligned,Baseline,0.152367015306112,5.8896576266154455,True
89,0.15,misaligned,CLF,,,False
89,0.15,misaligned,FAMF,0.15247444402794558,5.889104217710386,True
90,0.15,misaligned,Baseline,0.21273789266952917,11.614833526940155,True
90,0.15,misaligned,CLF,0.017500239333194462,741.9352814979866,True
90,0.15,misaligned,FAMF,0.09245562108967356,1.3613789007408723,True
91,0.15,misaligned,Baseline,0.13755592509213407,4.578094663022969,True
91,0.15,misaligned,CLF,0.017347114902810636,1016.579668730738,True
91,0.15,misaligned,FAMF,0.13751416166429586,4.578053445371624,True
92,0.15,misaligned,Baseline,0.08685677406771532,1.8285455871105132,True
92,0.15,misaligned,CLF,0.018377440205052487,975.6084273796715,True
92,0.15,misaligned,FAMF,0.08670139013763171,1.8281644345193548,True
93,0.15,misaligned,Baseline,0.1475605082690999,5.456833499275148,True
93,0.15,misaligned,CLF,0.020173235766653745,1188.4340885421352,True
93,0.15,misaligned,FAMF,0.15157556204364986,5.752396379209808,True
94,0.15,misaligned,Baseline,-0.05111354257564568,0.6440700459678528,True
94,0.15,misaligned,CLF,0.015269214143019967,986.189616116575,True
94,0.15,misaligned,FAMF,-0.050233110145219854,0.6089793542782269,True
95,0.15,misaligned,Baseline,0.014338268087073896,0.05064550343950991,True
95,0.15,misaligned,CLF,0.014957910460265539,534.3327561342246,True
95,0.15,misaligned,FAMF,0.01426525390370544,0.05062311058965108,True
96,0.15,misaligned,Baseline,0.15984689984841838,6.269734935549655,True
96,0.15,misaligned,CLF,0.018151616108261354,601.0729376974076,True
96,0.15,misaligned,FAMF,0.15971524850813978,6.269530889570386,True
97,0.15,misaligned,Baseline,0.15535226581106262,5.697880837785418,True
97,0.15,misaligned,CLF,0.01650644467673673,585.972472527908,True
97,0.15,misaligned,FAMF,0.15552592640936053,5.697878858588229,True
98,0.15,misaligned,Baseline,0.1482820336682212,5.475320632596569,True
98,0.15,misaligned,CLF,0.01772860338861031,612.7553696741322,True
98,0.15,misaligned,FAMF,0.14835678746428269,5.475279498269007,True
99,0.15,misaligned,Baseline,0.08790863781589171,1.9215345920824127,True
99,0.15,misaligned,CLF,0.015029015749080006,1019.9161845551365,True
99,0.15,misaligned,FAMF,0.0880125253681392,1.8617478424164355,True
100,0.15,misaligned,Baseline,0.005174521415089398,0.0067158609405861824,True
100,0.15,misaligned,CLF,-0.5361602284276104,41368.09728488139,True
100,0.15,misaligned,FAMF,0.003988274989675819,0.0039106143676130856,True
101,0.15,misaligned,Baseline,0.02942314658417295,0.21392785571091988,True
101,0.15,misaligned,CLF,-0.5433185219864688,40924.14851009589,True
101,0.15,misaligned,FAMF,0.11079739412025932,2.8706269520909427,True
102,0.15,misaligned,Baseline,0.1286160800704384,4.040175870000985,True
102,0.15,misaligned,CLF,-0.5214432926331211,41150.51071948191,True
102,0.15,misaligned,FAMF,0.12862797524937208,4.040239162340562,True
103,0.15,misaligned,Baseline,0.20720013353281316,10.930529529646872,True
103,0.15,misaligned,CLF,-0.5575715266690019,40748.996804545095,True
103,0.15,misaligned,FAMF,0.2071856290762366,10.930479068206205,True
104,0.15,misaligned,Baseline,-0.010505729205422018,0.0278736769862995,True
104,0.15,misaligned,CLF,-0.22444772698921925,41101.46163628486,True
104,0.15,misaligned,FAMF,-0.0021065867112280215,0.0011866901267687524,True
105,0.15,misaligned,Baseline,0.16862734182950898,7.346860082440707,True
105,0.15,misaligned,CLF,-0.426913669239435,41044.45985309882,True
105,0.15,misaligned,FAMF,0.16861638619714303,7.346954569901671,True
106,0.15,misaligned,Baseline,0.1532529798450591,5.981425598250812,True
106,0.15,misaligned,CLF,-0.5085417989131966,41282.2472961243,True
106,0.15,misaligned,FAMF,0.18279491766282197,8.49625444688291,True
107,0.15,misaligned,Baseline,0.10345905778881195,2.7322855116581053,True
107,0.15,misaligned,CLF,-0.5825170157849128,41265.03361029222,True
107,0.15,misaligned,FAMF,0.10340143186579974,2.7322193083330006,True
108,0.15,misaligned,Baseline,0.13082130119921853,4.20963069734511,True
108,0.15,misaligned,CLF,-0.48604292463788307,41019.94090328547,True
108,0.15,misaligned,FAMF,0.14358058003780802,4.825956706769872,True
109,0.15,misaligned,Baseline,0.12816963957939875,4.103330853922162,True
109,0.15,misaligned,CLF,-0.5289367652865042,40917.5711805764,True
109,0.15,misaligned,FAMF,0.12811176113900646,4.103335812942072,True
110,0.15,misaligned,Baseline,0.0029581889106740917,0.0024619397608312,True
110,0.15,misaligned,CLF,,,False
110,0.15,misaligned,FAMF,-0.0018934503943778401,0.0008754531323162951,True
111,0.15,misaligned,Baseline,0.007432616094741725,0.01400624800197292,True
111,0.15,misaligned,CLF,,,False
111,0.15,misaligned,FAMF,0.007575843368968935,0.013699031903234626,True
112,0.15,misaligned,Baseline,0.2018415202673107,9.9751984313319,True
112,0.15,misaligned,CLF,,,False
112,0.15,misaligned,FAMF,0.20162784586811267,9.948817583929884,True
113,0.15,misaligned,Baseline,0.24646630712195583,14.73579304317669,True
113,0.15,misaligned,CLF,,,False
113,0.15,misaligned,FAMF,0.2585864671797115,14.020644978431827,True
114,0.15,misaligned,Baseline,0.0750891207381626,1.2880266606309325,True
114,0.15,misaligned,CLF,,,False
114,0.15,misaligned,FAMF,0.07496590219970994,1.2876080128455234,True
115,0.15,misaligned,Baseline,0.14686804808003204,5.431728393252159,True
115,0.15,misaligned,CLF,,,False
115,0.15,misaligned,FAMF,0.15435601090522047,5.9496160883119735,True
116,0.15,misaligned,Baseline,0.040996313980272946,0.41278901630649933,True
116,0.15,misaligned,CLF,,,False
116,0.15,misaligned,FAMF,0.041194562487577406,0.412675732383855,True
117,0.15,misaligned,Baseline,0.12244875796702465,3.709815704996105,True
117,0.15,misaligned,CLF,,,False
117,0.15,misaligned,FAMF,0.12245981165060385,3.7097123809127357,True
118,0.15,misaligned,Baseline,0.1586975454047227,6.192151453062884,True
118,0.15,misaligned,CLF,,,False
118,0.15,misaligned,FAMF,0.15603124738362284,5.921937218315982,True
119,0.15,misaligned,Baseline,0.015719148263861442,0.05959847706533772,True
119,0.15,misaligned,CLF,,,False
119,0.15,misaligned,FAMF,0.05123410685028464,0.6497935051571124,True
120,0.15,misaligned,Baseline,0.15717913467653427,6.162504973229369,True
120,0.15,misaligned,CLF,0.01961517534615535,701.2865177456723,True
120,0.15,misaligned,FAMF,0.17333475462196532,6.292515630635721,True
121,0.15,misaligned,Baseline,0.20648688714227062,10.577459763663393,True
121,0.15,misaligned,CLF,0.016636095739221014,637.149030329742,True
121,0.15,misaligned,FAMF,0.20645435072624171,10.577433226990808,True
122,0.15,misaligned,Baseline,0.061767630411235126,0.9405731689831782,True
122,0.15,misaligned,CLF,0.018122514335142666,769.9570360403795,True
122,0.15,misaligned,FAMF,0.06175479653618412,0.9409404751283077,True
123,0.15,misaligned,Baseline,0.20859340064453,11.33786757068377,True
123,0.15,misaligned,CLF,0.016654578711234234,859.6331964665402,True
123,0.15,misaligned,FAMF,0.2203913292492047,12.613116482119537,True
124,0.15,misaligned,Baseline,0.0696004310346496,1.1272670088876158,True
124,0.15,misaligned,CLF,0.016685919831908595,608.786542708116,True
124,0.15,misaligned,FAMF,0.06979902294567172,1.1273020004281706,True
125,0.15,misaligned,Baseline,0.1616079593177556,6.571626963101711,True
125,0.15,misaligned,CLF,0.017756893578339844,900.3503856104527,True
125,0.15,misaligned,FAMF,0.16129851540695334,6.546485439552104,True
126,0.15,misaligned,Baseline,0.13673206014345368,4.670854944317177,True
126,0.15,misaligned,CLF,0.015802410049017737,662.5128815068957,True
126,0.15,misaligned,FAMF,0.13471889952054966,4.52764052261399,True
127,0.15,misaligned,Baseline,0.0646075333160956,1.0537116632237264,True
127,0.15,misaligned,CLF,0.017175175140283147,1229.1139371392285,True
127,0.15,misaligned,FAMF,-0.03750764286724019,0.25777897654553783,True
128,0.15,misaligned,Baseline,0.18056785699384623,8.412552820848429,True
128,0.15,misaligned,CLF,0.019056213241871407,795.1922948493853,True
128,0.15,misaligned,FAMF,0.18070856084776374,8.412550131386892,True
129,0.15,misaligned,Baseline,0.15013349055155106,5.463256927388606,True
129,0.15,misaligned,CLF,0.018493933901218344,752.2021360919318,True
129,0.15,misaligned,FAMF,0.15022747756218502,5.463271526264918,True
130,0.15,misaligned,Baseline,0.09616407489193712,2.3260567088796797,True
130,0.15,misaligned,CLF,-0.4808330216142806,41245.80047894667,True
130,0.15,misaligned,FAMF,0.09619931571735087,2.3255905261521317,True
131,0.15,misaligned,Baseline,0.11641697827540345,3.3948149496762197,True
131,0.15,misaligned,CLF,-0.5278831827394186,41043.768443100314,True
131,0.15,misaligned,FAMF,0.11647094776998736,3.3953127479039455,True
132,0.15,misaligned,Baseline,0.26020894265293065,17.96348170329137,True
132,0.15,misaligned,CLF,-0.6066525172550684,41127.32173136033,True
132,0.15,misaligned,FAMF,0.25995251432189037,17.963751307586115,True
133,0.15,misaligned,Baseline,0.1719998701363899,7.521277196836157,True
133,0.15,misaligned,CLF,-0.6066525172550684,41160.27506637533,True
133,0.15,misaligned,FAMF,0.171994399260723,7.521587649098286,True
134,0.15,misaligned,Baseline,0.058915487714354724,0.8666179952211088,True
134,0.15,misaligned,CLF,-0.5421879407218501,41302.38363384377,True
134,0.15,misaligned,FAMF,0.05882211503140016,0.866615890120185,True
135,0.15,misaligned,Baseline,0.09165067310898019,2.001646638440757,True
135,0.15,misaligned,CLF,-0.5828545242892675,40479.0663107278,True
135,0.15,misaligned,FAMF,0.09168094096759229,2.0016174547046734,True
136,0.15,misaligned,Baseline,0.16672310488706288,6.999881695181445,True
136,0.15,misaligned,CLF,-0.5585308131539531,41086.2231874618,True
136,0.15,misaligned,FAMF,0.16679821616569626,6.999926188672706,True
137,0.15,misaligned,Baseline,0.025703494677429578,0.1558287692467104,True
137,0.15,misaligned,CLF,-0.4933566573821563,41272.142934005344,True
137,0.15,misaligned,FAMF,0.13845536615567203,4.655083829540242,True
138,0.15,misaligned,Baseline,0.14575885425342597,5.443415289839795,True
138,0.15,misaligned,CLF,-0.6702137800857298,41179.53824552421,True
138,0.15,misaligned,FAMF,0.1462156975856516,5.443308560767301,True
139,0.15,misaligned,Baseline,-0.0040303286455319965,0.003796772134988302,True
139,0.15,misaligned,CLF,-0.5931442899658481,40816.12226600919,True
139,0.15,misaligned,FAMF,-0.004038407149884844,0.00378628619854382,True
140,0.15,misaligned,Baseline,0.13171046756507476,4.231446802539872,True
140,0.15,misaligned,CLF,0.012302383556757529,22121.99670522862,True
140,0.15,misaligned,FAMF,0.1317981778431111,4.231203344956778,True
141,0.15,misaligned,Baseline,0.15331311511869017,5.924590772933668,True
141,0.15,misaligned,CLF,0.012000603742998094,22143.817488853558,True
141,0.15,misaligned,FAMF,0.22867392116045251,10.455272245835857,True
142,0.15,misaligned,Baseline,0.03771948585196367,0.35148106443294225,True
142,0.15,misaligned,CLF,0.011758712462496637,22307.91328674478,True
142,0.15,misaligned,FAMF,0.03773795321363056,0.3514460466962248,True
143,0.15,misaligned,Baseline,0.12868999980739138,3.8854852949067755,True
143,0.15,misaligned,CLF,0.015542313270755781,22265.102384585865,True
143,0.15,misaligned,FAMF,0.15728116329764213,5.809091924420939,True
144,0.15,misaligned,Baseline,0.17599751354133072,7.833856227832147,True
144,0.15,misaligned,CLF,0.011687809815208576,22351.58328135233,True
144,0.15,misaligned,FAMF,0.25828854012618235,12.071523627798832,True
145,0.15,misaligned,Baseline,0.156058718082297,6.043350369227173,True
145,0.15,misaligned,CLF,0.012808168960069893,22391.756581877096,True
145,0.15,misaligned,FAMF,0.14804656171171418,5.265237130924556,True
146,0.15,misaligned,Baseline,0.07562279808589197,1.3973993238494042,True
146,0.15,misaligned,CLF,0.010636064115325654,22071.52495568319,True
146,0.15,misaligned,FAMF,0.07556926279297567,1.3981811872131598,True
147,0.15,misaligned,Baseline,0.19192689040495767,9.392801777663742,True
147,0.15,misaligned,CLF,0.011267692457763111,22450.69760744129,True
147,0.15,misaligned,FAMF,0.19187475386022343,9.39273491651415,True
148,0.15,misaligned,Baseline,0.1626559172351436,6.684309990456388,True
148,0.15,misaligned,CLF,0.012919418884548436,22131.434494593148,True
148,0.15,misaligned,FAMF,0.16251969577306352,6.684379944042748,True
149,0.15,misaligned,Baseline,0.10204976724624538,2.5735261846221222,True
149,0.15,misaligned,CLF,0.013247848292181112,22425.21903887627,True
149,0.15,misaligned,FAMF,0.07864804905425841,1.4354203076577914,True
150,0.15,misaligned,Baseline,0.16756390701267795,6.9244461312612025,True
150,0.15,misaligned,CLF,,,False
150,0.15,misaligned,FAMF,0.2035522334607632,9.733222018254178,True
151,0.15,misaligned,Baseline,0.03717355942532212,0.3454385231312491,True
151,0.15,misaligned,CLF,,,False
151,0.15,misaligned,FAMF,0.037134008335979435,0.34555346896688377,True
152,0.15,misaligned,Baseline,0.0414724581607958,0.40590082789696424,True
152,0.15,misaligned,CLF,,,False
152,0.15,misaligned,FAMF,0.04139737786741033,0.4059496016058457,True
153,0.15,misaligned,Baseline,0.21197242942992991,11.548851271209227,True
153,0.15,misaligned,CLF,,,False
153,0.15,misaligned,FAMF,0.25460555849704036,16.227067103947824,True
154,0.15,misaligned,Baseline,0.2697621411840083,19.05416247479326,True
154,0.15,misaligned,CLF,,,False
154,0.15,misaligned,FAMF,0.2697240007382236,19.054343754230533,True
155,0.15,misaligned,Baseline,0.16027948730549912,5.980902923449945,True
155,0.15,misaligned,CLF,,,False
155,0.15,misaligned,FAMF,0.16042285964886238,5.980673353692476,True
156,0.15,misaligned,Baseline,0.049232665734990494,0.5905124804238282,True
156,0.15,misaligned,CLF,,,False
156,0.15,misaligned,FAMF,0.04930702484931162,0.5905458594183974,True
157,0.15,misaligned,Baseline,-0.06364516628962684,0.9875724092741791,True
157,0.15,misaligned,CLF,,,False
157,0.15,misaligned,FAMF,-0.06364345296673553,0.9873103820920548,True
158,0.15,misaligned,Baseline,0.13710801330036526,4.8231935836236595,True
158,0.15,misaligned,CLF,,,False
158,0.15,misaligned,FAMF,0.13692599725239624,4.823368530361506,True
159,0.15,misaligned,Baseline,0.12253273822269888,3.652421483932444,True
159,0.15,misaligned,CLF,,,False
159,0.15,misaligned,FAMF,0.12246574758147585,3.6524306795726424,True
160,0.15,misaligned,Baseline,0.1935639203462201,9.480163415213902,True
160,0.15,misaligned,CLF,0.02212338999174009,715.0793281306384,True
160,0.15,misaligned,FAMF,0.19551080969405626,9.620489583773713,True
161,0.15,misaligned,Baseline,0.09540043926598368,2.2028942941779945,True
161,0.15,misaligned,CLF,0.016307446394597375,563.3587802606526,True
161,0.15,misaligned,FAMF,0.09520674513263969,2.2034570274719885,True
162,0.15,misaligned,Baseline,0.19288509750378474,9.47171154997499,True
162,0.15,misaligned,CLF,0.018813808257173652,374.931717990842,True
162,0.15,misaligned,FAMF,0.1927975320798326,9.47167667731848,True
163,0.15,misaligned,Baseline,0.11643362579444044,3.4062362232690324,True
163,0.15,misaligned,CLF,0.016843386177117527,389.0633903904226,True
163,0.15,misaligned,FAMF,0.11639919172636223,3.4063785077261777,True
164,0.15,misaligned,Baseline,0.24492112396481122,14.961504891653664,True
164,0.15,misaligned,CLF,0.017859875413232626,675.0733768940017,True
164,0.15,misaligned,FAMF,0.27012065351355785,17.596646916883415,True
165,0.15,misaligned,Baseline,0.023815917524667087,0.14018106405786845,True
165,0.15,misaligned,CLF,0.015880069544644857,0.0,True
165,0.15,misaligned,FAMF,0.02395233162365468,0.14028680009893701,True
166,0.15,misaligned,Baseline,0.1148039933374711,3.2766123265141305,True
166,0.15,misaligned,CLF,0.01628210696870069,0.0,True
166,0.15,misaligned,FAMF,0.11491972885428786,3.277073567854245,True
167,0.15,misaligned,Baseline,0.14589034850670823,5.156920698040081,True
167,0.15,misaligned,CLF,0.01556091796293283,0.0,True
167,0.15,misaligned,FAMF,0.2661618023924511,10.811340461797869,True
168,0.15,misaligned,Baseline,0.06198001782737631,0.9875339385187196,True
168,0.15,misaligned,CLF,0.017383854898765382,0.0,True
168,0.15,misaligned,FAMF,0.042186926837538,0.3713236567173279,True
169,0.15,misaligned,Baseline,0.09577668451675936,2.208420585721692,True
169,0.15,misaligned,CLF,0.019409243028334442,0.0,True
169,0.15,misaligned,FAMF,0.10568497016623801,2.6198185030162175,True
170,0.15,misaligned,Baseline,0.012297824904918321,0.03787355305810092,True
170,0.15,misaligned,CLF,0.009966337249710968,22530.18974689896,True
170,0.15,misaligned,FAMF,0.012291345129745545,0.03785200884116513,True
171,0.15,misaligned,Baseline,0.10224213269127562,2.61383915956542,True
171,0.15,misaligned,CLF,0.015232214935342218,22537.156777809625,True
171,0.15,misaligned,FAMF,0.11841518485837624,3.4829346910565473,True
172,0.15,misaligned,Baseline,-0.016223325032444526,0.06310140366168415,True
172,0.15,misaligned,CLF,0.012431145364171807,21795.17205267679,True
172,0.15,misaligned,FAMF,-0.016165917235992918,0.06308612885888998,True
173,0.15,misaligned,Baseline,0.17099604136699698,7.2379950863986995,True
173,0.15,misaligned,CLF,0.01332608272314454,22314.286397364576,True
173,0.15,misaligned,FAMF,0.17092105958861809,7.237954817287289,True
174,0.15,misaligned,Baseline,0.23146403831368711,14.058975049656327,True
174,0.15,misaligned,CLF,0.014277652471679596,26895.856543119477,True
174,0.15,misaligned,FAMF,0.2315573856571678,14.058920014038712,True
175,0.15,misaligned,Baseline,0.08577099931278809,1.7400384218290146,True
175,0.15,misaligned,CLF,0.015210912490130388,21967.75201735448,True
175,0.15,misaligned,FAMF,0.085885674851133,1.739984585821328,True
176,0.15,misaligned,Baseline,0.09425653898953315,2.248640137591532,True
176,0.15,misaligned,CLF,0.016532228223944435,24994.217839708315,True
176,0.15,misaligned,FAMF,0.09081129658665221,2.080627583343859,True
177,0.15,misaligned,Baseline,0.10402450583265307,2.6473320316542734,True
177,0.15,misaligned,CLF,0.010978662764697823,17675.549187265595,True
177,0.15,misaligned,FAMF,0.10079508948080246,2.4591021370175765,True
178,0.15,misaligned,Baseline,0.10471822542340557,2.6542853782588782,True
178,0.15,misaligned,CLF,0.011561314454166215,25235.19341156167,True
178,0.15,misaligned,FAMF,0.10504008057761362,2.6706555072445646,True
179,0.15,misaligned,Baseline,0.16321381672349308,6.81372875054903,True
179,0.15,misaligned,CLF,0.010563248248092795,25428.900711823033,True
179,0.15,misaligned,FAMF,0.1632965078971814,6.813848548204077,True
180,0.15,misaligned,Baseline,0.1010420826516616,2.5357534927678014,True
180,0.15,misaligned,CLF,-0.259399269122759,41004.2586395848,True
180,0.15,misaligned,FAMF,0.10060564930747536,2.504424547401401,True
181,0.15,misaligned,Baseline,0.05481296417428016,0.7610937482385118,True
181,0.15,misaligned,CLF,0.06828297182821917,41083.80474843649,True
181,0.15,misaligned,FAMF,0.05473046134845683,0.761093168863888,True
182,0.15,misaligned,Baseline,0.11677945594306839,3.4497343885580545,True
182,0.15,misaligned,CLF,-0.5609010141129923,40865.000096644544,True
182,0.15,misaligned,FAMF,0.11644502052545118,3.449597614490515,True
183,0.15,misaligned,Baseline,-0.015719968191228104,0.06219444427746268,True
183,0.15,misaligned,CLF,-0.6270907469114174,41194.58739185608,True
183,0.15,misaligned,FAMF,-0.18785471524903885,5.2863319714804256,True
184,0.15,misaligned,Baseline,0.03820592012084413,0.3732970234384947,True
184,0.15,misaligned,CLF,-0.5596242353881227,40982.33589749461,True
184,0.15,misaligned,FAMF,0.03829498747629961,0.37328511209226356,True
185,0.15,misaligned,Baseline,0.23488970212380605,14.116397292090888,True
185,0.15,misaligned,CLF,-0.47195965570096166,40826.132755651604,True
185,0.15,misaligned,FAMF,0.23489471897167366,14.117381711244239,True
186,0.15,misaligned,Baseline,0.011805551044783993,0.03529642198019811,True
186,0.15,misaligned,CLF,-0.5742763374324854,41162.4695208015,True
186,0.15,misaligned,FAMF,0.011964588321613857,0.0352090532331335,True
187,0.15,misaligned,Baseline,0.20711746825218452,10.800766155047858,True
187,0.15,misaligned,CLF,-0.6171703148903416,41065.21462057228,True
187,0.15,misaligned,FAMF,0.2067760329760024,10.761618305906051,True
188,0.15,misaligned,Baseline,0.12390316581847363,3.7720965118192904,True
188,0.15,misaligned,CLF,-0.6689878060445635,40882.061561381604,True
188,0.15,misaligned,FAMF,0.12428732285517374,3.772143014477056,True
189,0.15,misaligned,Baseline,0.05238135204390741,0.6883424065933079,True
189,0.15,misaligned,CLF,-0.34110558956223175,41028.541421715105,True
189,0.15,misaligned,FAMF,0.048670196743211186,0.5888991616934947,True
190,0.15,misaligned,Baseline,0.11699148875939938,3.215149693303541,True
190,0.15,misaligned,CLF,,,False
190,0.15,misaligned,FAMF,0.11678698427074002,3.2171073865156448,True
191,0.15,misaligned,Baseline,0.07499880350198802,1.3486598778208254,True
191,0.15,misaligned,CLF,,,False
191,0.15,misaligned,FAMF,0.07512084806866666,1.3486486236240136,True
192,0.15,misaligned,Baseline,0.06082039447445678,0.9261360086763339,True
192,0.15,misaligned,CLF,,,False
192,0.15,misaligned,FAMF,0.06090809395309863,0.9259359969015861,True
193,0.15,misaligned,Baseline,0.14310141891271214,5.233759985256057,True
193,0.15,misaligned,CLF,,,False
193,0.15,misaligned,FAMF,0.21958162380315435,12.306819517060958,True
194,0.15,misaligned,Baseline,0.14580694629447088,5.2437716338362605,True
194,0.15,misaligned,CLF,,,False
194,0.15,misaligned,FAMF,0.14575466730615802,5.243714997160751,True
195,0.15,misaligned,Baseline,0.16745627826753182,7.237459924067214,True
195,0.15,misaligned,CLF,,,False
195,0.15,misaligned,FAMF,0.1748177865122239,7.6905116789806875,True
196,0.15,misaligned,Baseline,0.11754649801287773,3.5259415370226783,True
196,0.15,misaligned,CLF,,,False
196,0.15,misaligned,FAMF,0.111132416334345,3.0501748298990936,True
197,0.15,misaligned,Baseline,0.3030699032597385,24.355022709290044,True
197,0.15,misaligned,CLF,,,False
197,0.15,misaligned,FAMF,0.30319556532898506,24.355033283374265,True
198,0.15,misaligned,Baseline,0.06705947398608354,1.115488235718705,True
198,0.15,misaligned,CLF,,,False
198,0.15,misaligned,FAMF,0.06735776828169897,1.1313201811132272,True
199,0.15,misaligned,Baseline,0.0062976011250793305,0.00954988654929867,True
199,0.15,misaligned,CLF,,,False
199,0.15,misaligned,FAMF,0.0063645053034223536,0.009446161424013333,True
0,0.15,common,Baseline,0.30763572853773236,26.358329021634795,True
0,0.15,common,CLF,0.06378471899858247,0.16436419400609736,True
0,0.15,common,FAMF,0.3078098913509982,26.358440211513063,True
1,0.15,common,Baseline,0.3148683986187067,27.710604743982273,True
1,0.15,common,CLF,0.14283171032700245,1.7558218728963055,True
1,0.15,common,FAMF,0.3173591625520047,27.75948507901478,True
2,0.15,common,Baseline,0.3713390394085713,39.285711359509435,True
2,0.15,common,CLF,0.23514083099742486,3.504587703486159,True
2,0.15,common,FAMF,0.43304791267680237,47.510439476965715,True
3,0.15,common,Baseline,0.27136290761816384,20.468157202043457,True
3,0.15,common,CLF,0.21588321810305333,4.197178968992285,True
3,0.15,common,FAMF,0.27142193729520453,20.468440899668117,True
4,0.15,common,Baseline,0.19151773750060108,9.863480372476545,True
4,0.15,common,CLF,0.035331409701907616,0.09116357458512425,True
4,0.15,common,FAMF,0.19912316126436222,10.449521589600895,True
5,0.15,common,Baseline,0.4147254844605091,48.76409023547877,True
5,0.15,common,CLF,0.25546807670501154,3.671719617322612,True
5,0.15,common,FAMF,0.41465126917866896,48.76391552785543,True
6,0.15,common,Baseline,0.27443673247317973,20.525162548507435,True
6,0.15,common,CLF,0.17407432533939887,1.8984064781446044,True
6,0.15,common,FAMF,0.28904532874694316,21.949365113650483,True
7,0.15,common,Baseline,0.3002074638431039,25.136552566125342,True
7,0.15,common,CLF,0.20015271552880695,2.5855744379090133,True
7,0.15,common,FAMF,0.3011144021290997,25.148977679247636,True
8,0.15,common,Baseline,0.35571547254354097,35.4904846614413,True
8,0.15,common,CLF,0.06137401178018289,0.1846899868820877,True
8,0.15,common,FAMF,0.367112308082167,36.72792727335809,True
9,0.15,common,Baseline,0.3771795560947042,40.61673781521242,True
9,0.15,common,CLF,0.37698118828665905,13.76341731061135,True
9,0.15,common,FAMF,0.39255121598363163,42.23710209137833,True
10,0.15,common,Baseline,0.2778061224825776,21.380503283686995,True
10,0.15,common,CLF,0.19540958935285171,1.984678117959083,True
10,0.15,common,FAMF,0.27788340941450884,21.38045428694359,True
11,0.15,common,Baseline,0.3276614916130121,30.27334250381669,True
11,0.15,common,CLF,0.14815036581772548,1.1735607162955013,True
11,0.15,common,FAMF,0.329940042169715,30.456279253226104,True
12,0.15,common,Baseline,0.1746979993489796,8.144181275970086,True
12,0.15,common,CLF,0.17460798338676115,1.1577052637277685,True
12,0.15,common,FAMF,0.17526517932548727,8.151328174830077,True
13,0.15,common,Baseline,0.41846840219192727,48.61426106241939,True
13,0.15,common,CLF,0.4186595106723862,7.875801956132939,True
13,0.15,common,FAMF,0.4183703749613373,48.61383971048508,True
14,0.15,common,Baseline,0.20905444366188042,11.767396581818364,True
14,0.15,common,CLF,-0.19609860893774872,2.2745913324369393,True
14,0.15,common,FAMF,0.20897190936237942,11.76741796674522,True
15,0.15,common,Baseline,0.33557262821321104,31.829057553055776,True
15,0.15,common,CLF,0.2635204222052773,3.302511618501603,True
15,0.15,common,FAMF,0.3485866518623795,33.24633460750942,True
16,0.15,common,Baseline,0.32633657146497974,29.395484228806453,True
16,0.15,common,CLF,0.22924801538640807,2.672094506025447,True
16,0.15,common,FAMF,0.3264354525206095,29.395559239144752,True
17,0.15,common,Baseline,0.3254857206862531,30.036848331016397,True
17,0.15,common,CLF,0.3061946663321136,7.517029600830503,True
17,0.15,common,FAMF,0.32567929576314597,30.0368289799276,True
18,0.15,common,Baseline,0.41097833787583465,49.45103788013346,True
18,0.15,common,CLF,0.21507784536931723,2.232134604208582,True
18,0.15,common,FAMF,0.41107863566428354,49.451644780470126,True
19,0.15,common,Baseline,0.33247228275539714,31.194548565143627,True
19,0.15,common,CLF,0.19449347427995214,1.6535263745307205,True
19,0.15,common,FAMF,0.3332436297428844,31.211705725031436,True
20,0.15,common,Baseline,0.3924912202245039,44.60037491779926,True
